hospital,drg_code,hospital_size,county,name,price
PeaceHealth St.John Medical Center,37248,Large,Cowlitz,"Transluminal Balloon Angioplasty (Except Dialysis Circuit), Open Or Percutaneous, Including All Imaging And Radiological Supervision And Interpretation Necessary To Perform The Angioplasty Within The Same Vein; Initial Vein ",18646
PeaceHealth St.John Medical Center,47000,Large,Cowlitz,"Needle Biopsy Of Liver, Accessed Through The Skin",8290
PeaceHealth St.John Medical Center,49083,Large,Cowlitz,"Drainage Of Fluid From Abdominal Cavity, With Imaging Guidance",8852
PeaceHealth St.John Medical Center,19081,Large,Cowlitz,"Biopsy Breast, With Stereo Guidance, First Sample",8290
PeaceHealth St.John Medical Center,19083,Large,Cowlitz,"Biopsy Breast, With Ultrasound Guidance, First Sample",8290
PeaceHealth St.John Medical Center,38221,Large,Cowlitz,Needle Or Trocar Bone Marrow Biopsy,8290
PeaceHealth St.John Medical Center,12001,Large,Cowlitz,"Repair Of Wound (2.5 Centimeters Or Less) Of The Scalp, Neck, Underarms, Trunk, Arms",2296
PeaceHealth St.John Medical Center,12002,Large,Cowlitz,"Repair Of Wound (2.6 To 7.5 Centimeters) Of The Scalp, Neck, Underarms, Genitals, Trunk, Arms And/Or Legs",2050
PeaceHealth St.John Medical Center,12011,Large,Cowlitz,"Repair Of Wound (2.5 Centimeters Or Less) Of The Face, Ears, Eyelids, Nose, Lips, And/Or",2296
PeaceHealth St.John Medical Center,20610,Large,Cowlitz,"Major Joint Aspiration And/Or Injection, Hip, Knee Or Shoulder",1504
PeaceHealth St.John Medical Center,62270,Large,Cowlitz,Spinal Tap For Diagnosis,6961
PeaceHealth St.John Medical Center,62321,Large,Cowlitz,Injection Of Substance Into Spinal Canal Of Upper Or Middle Back Using Imaging Guidance,2717
PeaceHealth St.John Medical Center,62322,Large,Cowlitz,Injection Of Substance Into Spinal Canal Of Lower Back Or Sacrum,2717
PeaceHealth St.John Medical Center,62323,Large,Cowlitz,Injection Of Substance Into Spinal Canal Of Lower Back Or Sacrum Using Imaging Guidance,1946
PeaceHealth St.John Medical Center,64400,Large,Cowlitz,Injection Of Anesthetic Agent Trigeminal Nerve,3223
PeaceHealth St.John Medical Center,64450,Large,Cowlitz,"Injection Of Anesthetic Agent, Other Peripheral Nerve Or Branch",6961
PeaceHealth St.John Medical Center,64483,Large,Cowlitz,"Injection(S), Anesthetic Agent And/Or Steroid, Transforaminal Epidural, With Imaging Guidance (Fluoroscopy Or Ct); Lumbar Or Sacral, Single Level",3193
PeaceHealth St.John Medical Center,64493,Large,Cowlitz,"Injections Of Lower Or Sacral Spine Facet Joint Using Imaging Guidance, Single Level",3361
PeaceHealth St.John Medical Center,94060,Large,Cowlitz,"Measurement And Graphic Recording Of The Amount And Speed Of Breathed Air, Before And Following Medication Administration",1421
PeaceHealth St.John Medical Center,94640,Large,Cowlitz,Respiratory Inhaled Pressure Or Nonpressure Treatment To Relieve Airway Obstruction Or For Sputum Specimen,544
PeaceHealth St.John Medical Center,94644,Large,Cowlitz,"Respiratory Inhaled Aerosol Treatment To Relieve Airway Obstruction, First Hour ",446
PeaceHealth St.John Medical Center,94660,Large,Cowlitz,Initiation And Management Of Continued Pressured Respiratory Assistance By Mask Or Breathing Tube ,603
PeaceHealth St.John Medical Center,94664,Large,Cowlitz,Collection And Analysis Of Exhaled Air For Evaluation Of Lung Function During Rest And,544
PeaceHealth St.John Medical Center,94668,Large,Cowlitz,Manual Maneuvers To Chest Wall To Assist Movement Of Lung Secretions ,302
PeaceHealth St.John Medical Center,94726,Large,Cowlitz,Determination Of Lung Volumes Using Plethysmography,895
PeaceHealth St.John Medical Center,77295,Large,Cowlitz,"Radiation Oncology Management Of Radiation Therapy, 3D",11169
PeaceHealth St.John Medical Center,77301,Large,Cowlitz,Radiation Oncology Management Of Modulation Radiotherapy Planning,9333
PeaceHealth St.John Medical Center,77334,Large,Cowlitz,Radiation Oncology Radiation Treatment Devices,1916
PeaceHealth St.John Medical Center,77338,Large,Cowlitz,Radiation Oncology Design And Construction Of Device For Radiation Therapy,1813
PeaceHealth St.John Medical Center,77373,Large,Cowlitz,Radiation Oncology Stereotactic Body Radiation Therapy 1 Or More Lesions Using Imaging Guidance,8523
PeaceHealth St.John Medical Center,77385,Large,Cowlitz,"Radiation Oncology Radiation Therapy Delivery, Simple",2274
PeaceHealth St.John Medical Center,77386,Large,Cowlitz,"Radiation Oncology Radiation Therapy Delivery, Complex",3462
PeaceHealth St.John Medical Center,77412,Large,Cowlitz,Radiation Oncology Radiation Treatment Delivery 1 Mev >= Complex,1454
PeaceHealth St.John Medical Center,77470,Large,Cowlitz,Radiation Oncology Special Radiation Treatment Procedure,2928
PeaceHealth St.John Medical Center,70360,Large,Cowlitz,X-Ray Neck,384
PeaceHealth St.John Medical Center,71045,Large,Cowlitz,"X-Ray Of Chest, 1 View",395
PeaceHealth St.John Medical Center,71046,Large,Cowlitz,"X-Ray Of Chest, 2 Vies",386
PeaceHealth St.John Medical Center,71100,Large,Cowlitz,"X-Ray Ribs 1 Side, 2 Views",384
PeaceHealth St.John Medical Center,71101,Large,Cowlitz,"X-Ray Ribs 1 Side, 3 Or More Views",602
PeaceHealth St.John Medical Center,72040,Large,Cowlitz,"X-Ray Cervical Spine, 2 To 3 Views",442
PeaceHealth St.John Medical Center,72050,Large,Cowlitz,"X-Ray Cervical Spine, 4 To 5 Views",729
PeaceHealth St.John Medical Center,72070,Large,Cowlitz,"X-Ray Thoracic Spine, 2 Views",799
PeaceHealth St.John Medical Center,72072,Large,Cowlitz,"X-Ray Thoracic Spine, 3 Views",799
PeaceHealth St.John Medical Center,72080,Large,Cowlitz,"X-Ray Thoracolumbar Spine, 2 Or More Views",384
PeaceHealth St.John Medical Center,72082,Large,Cowlitz,"X-Ray Entire Spine, 2 To 3 Views",602
PeaceHealth St.John Medical Center,72100,Large,Cowlitz,"X-Ray Lumbosacral Spine, 2 To 3 Views",799
PeaceHealth St.John Medical Center,72110,Large,Cowlitz,"X-Ray Lumbosacral Spine, 4 Or More Views",759
PeaceHealth St.John Medical Center,72170,Large,Cowlitz,"X-Ray Pelvis, 1 To 2 Views",799
PeaceHealth St.John Medical Center,72220,Large,Cowlitz,"X-Ray Pelvis, 2 Or More Views",442
PeaceHealth St.John Medical Center,73000,Large,Cowlitz,X-Ray Collar Bone,384
PeaceHealth St.John Medical Center,73020,Large,Cowlitz,"X-Ray Shoulder, 1 View",442
PeaceHealth St.John Medical Center,73030,Large,Cowlitz,"X-Ray Shoulder, 2 Or More Views",442
PeaceHealth St.John Medical Center,73060,Large,Cowlitz,"X-Ray Upper Arm, 2 Views",442
PeaceHealth St.John Medical Center,73070,Large,Cowlitz,"X-Ray Elbow, 2 Views",333
PeaceHealth St.John Medical Center,73080,Large,Cowlitz,"X-Ray Elbow, 3 Or More Views",442
PeaceHealth St.John Medical Center,73090,Large,Cowlitz,"X-Ray Forearm, 2 Views",384
PeaceHealth St.John Medical Center,73100,Large,Cowlitz,"X-Ray Wrist, 2 Views",442
PeaceHealth St.John Medical Center,73110,Large,Cowlitz,"X-Ray Wrist, 3 Or Mor Views",442
PeaceHealth St.John Medical Center,73130,Large,Cowlitz,"X-Ray Hand, 3 Or More Views",442
PeaceHealth St.John Medical Center,73140,Large,Cowlitz,"X-Ray Finger, 2 Or More Views",384
PeaceHealth St.John Medical Center,73502,Large,Cowlitz,"X-Ray Hip And Pelvis, 2 To 3 Views",489
PeaceHealth St.John Medical Center,73522,Large,Cowlitz,"X-Ray Hips And Pelvis, 3 To 4 Views",634
PeaceHealth St.John Medical Center,73523,Large,Cowlitz,"X-Ray Hips And Pelvis, 5 Plus Views",793
PeaceHealth St.John Medical Center,73552,Large,Cowlitz,"X-Ray Femur, 2 Or More Views",442
PeaceHealth St.John Medical Center,73560,Large,Cowlitz,X-Ray Knee 1 Or 2 Views,442
PeaceHealth St.John Medical Center,73562,Large,Cowlitz,X-Ray Knee 3 Views,442
PeaceHealth St.John Medical Center,73564,Large,Cowlitz,X-Ray Knee 4 Or More Views,799
PeaceHealth St.John Medical Center,73565,Large,Cowlitz,X-Ray Knee Bilateral Standing,442
PeaceHealth St.John Medical Center,73590,Large,Cowlitz,"X-Ray Lower Leg, 2 Views",384
PeaceHealth St.John Medical Center,73600,Large,Cowlitz,"X-Ray Ankle, 2 Views",333
PeaceHealth St.John Medical Center,73610,Large,Cowlitz,"X-Ray Ankle, 3 Or More Views",384
PeaceHealth St.John Medical Center,73620,Large,Cowlitz,"X-Ray Foot, 2 Views",384
PeaceHealth St.John Medical Center,73630,Large,Cowlitz,"X-Ray Foot, 3 Or More Views",442
PeaceHealth St.John Medical Center,73660,Large,Cowlitz,"X-Ray Toes, 2 Or More Views",384
PeaceHealth St.John Medical Center,74018,Large,Cowlitz,"X-Ray Of Abdomen, 1 View",368
PeaceHealth St.John Medical Center,74019,Large,Cowlitz,"X-Ray Of Abdomen, 2 Vies",697
PeaceHealth St.John Medical Center,74230,Large,Cowlitz,X-Ray Throat And/Or Esophagus,634
PeaceHealth St.John Medical Center,76000,Large,Cowlitz,"X-Ray Imaging Guidance For Procedure, Up To 1 Hour",1234
PeaceHealth St.John Medical Center,76010,Large,Cowlitz,"X-Ray Imaging From Nose To Rectum, Single View, Child",483
PeaceHealth St.John Medical Center,77077,Large,Cowlitz,"X-Ray Imaging Of 2 Or More Joints, Single View",634
PeaceHealth St.John Medical Center,77080,Large,Cowlitz,X-Ray Bone Density Measurement Using Dedicated X-Ray Machine,602
PeaceHealth St.John Medical Center,77085,Large,Cowlitz,"X-Ray Bone Density Measurement, Axial Using Dedicated X-Ray Machine",594
PeaceHealth St.John Medical Center,95806,Large,Cowlitz,Diagnostic Test For Sleep Disorder,958
PeaceHealth St.John Medical Center,95810,Large,Cowlitz,Sleep Monitoring Of Patient In Sleep Lab,4930
PeaceHealth St.John Medical Center,95811,Large,Cowlitz,Sleep Monitoring Of Patient (6 Years Or Older) In Sleep Lab,6344
PeaceHealth St.John Medical Center,90832,Large,Cowlitz,"Psychotherapy, 30 Minutes With Patient And/Or Family Member ",209
PeaceHealth St.John Medical Center,90834,Large,Cowlitz,"Psychotherapy, 45 Minutes With Patient And/Or Family Member ",274
PeaceHealth St.John Medical Center,90837,Large,Cowlitz,"Psychotherapy, 60 Minutes With Patient And/Or Family Member  ",404
PeaceHealth St.John Medical Center,90846,Large,Cowlitz,Family Psychotherapy With Out Patient,261
PeaceHealth St.John Medical Center,90847,Large,Cowlitz,Family Psychotherapy Including Patient,271
PeaceHealth St.John Medical Center,90853,Large,Cowlitz,Group Psychotherapy,73
PeaceHealth St.John Medical Center,99203,Large,Cowlitz,"New Patient Office Or Other Outpatient Visit, Typically 30 Minutes",304
PeaceHealth St.John Medical Center,99204,Large,Cowlitz,"New Patient Office Or Other Outpatient Visit, Typically 45 Minutes",455
PeaceHealth St.John Medical Center,99205,Large,Cowlitz,"New Patient Office Or Other Outpatient Visit, Typically 60 Minutes",601
PeaceHealth St.John Medical Center,99243,Large,Cowlitz,"Patient Office Consultation, Typically 40 Minutes",323
PeaceHealth St.John Medical Center,99244,Large,Cowlitz,"Patient Office Consultation, Typically 60 Minutes",482
PeaceHealth St.John Medical Center,99385,Large,Cowlitz,Initial New Patient Preventive Medicine Evaluation Age 18-39 Years,358
PeaceHealth St.John Medical Center,99386,Large,Cowlitz,Initial New Patient Preventive Medicine Evaluation Age 40-64 Years,413
PeaseHealth United General Medical Center,96125,Medium,Skagit,"Standardized Thought Processing Testing, Interpretation, And Report Per Hour",413
PeaseHealth United General Medical Center,96401,Medium,Skagit,Non-Hormonal Anti-Neoplastic Chemotherapy Beneath The Skin Or Into Muscle,397
PeaseHealth United General Medical Center,96402,Medium,Skagit,Hormonal Anti-Neoplastic Chemotherapy Administration Beneath The Skin Or Into Muscle,172
PeaseHealth United General Medical Center,96409,Medium,Skagit,Infusion Of Chemotherapy Into A Vein Using Push Technique,529
PeaseHealth United General Medical Center,96413,Medium,Skagit,Infusion Of Chemotherapy Into A Vein Up To 1 Hour,870
PeaseHealth United General Medical Center,96416,Medium,Skagit,Prolonged Chemotherapy Infusion Into A Vein By Portable Or Implanted Pump More Than 8,839
PeaseHealth United General Medical Center,96523,Medium,Skagit,Irrigation Of Implanted Venous Access Drug Delivery Device,148
PeaseHealth United General Medical Center,70450,Medium,Skagit,Ct Scan Head Or Brain Without Contrast,2015
PeaseHealth United General Medical Center,70470,Medium,Skagit,Ct Scan Head Or Brain Before And After Contrast,2594
PeaseHealth United General Medical Center,70486,Medium,Skagit,Ct Scan Of Face Without Contrast,2794
PeaseHealth United General Medical Center,70487,Medium,Skagit,Ct Scan Of Face With Contrast,3407
PeaseHealth United General Medical Center,70490,Medium,Skagit,Ct Scan Of Neck Without Contrast,2638
PeaseHealth United General Medical Center,70491,Medium,Skagit,Ct Scan Of Neck With Contrast,3259
PeaseHealth United General Medical Center,71250,Medium,Skagit,Ct Scan Chest Without Contrast,2587
PeaseHealth United General Medical Center,71260,Medium,Skagit,Ct Scan Chest With Contrast,3260
PeaseHealth United General Medical Center,71275,Medium,Skagit,Ct Scan Of Blood Vessels In Chest,5010
PeaseHealth United General Medical Center,72125,Medium,Skagit,Ct Scan Of Cervical Spine Without Contrast,2639
PeaseHealth United General Medical Center,72128,Medium,Skagit,Ct Scan Thoracic Spine Without Contrast,2607
PeaseHealth United General Medical Center,72131,Medium,Skagit,Ct Scan Of Lumbar Spine Without Contrast,2594
PeaseHealth United General Medical Center,72192,Medium,Skagit,Ct Scan Of Pelvis Without Contrast,2024
PeaseHealth United General Medical Center,72193,Medium,Skagit,Ct Scan Pelvis With Contrast,3313
PeaseHealth United General Medical Center,73200,Medium,Skagit,Ct Scan Of Arm Without Contrast,2587
PeaseHealth United General Medical Center,73700,Medium,Skagit,Ct Scan Leg Without Contrast,2598
PeaseHealth United General Medical Center,73701,Medium,Skagit,Ct Scan Leg With Contrast Injection,3264
PeaseHealth United General Medical Center,74150,Medium,Skagit,Ct Scan Abdomen Without Contrast,2029
PeaseHealth United General Medical Center,74160,Medium,Skagit,Ct Scan Abdomen With Contrast,3323
PeaseHealth United General Medical Center,74170,Medium,Skagit,Ct Scan Abdomen Before And After Contrast,3882
PeaseHealth United General Medical Center,74176,Medium,Skagit,Ct Scan Of Abdomen And Pelvis Without Contrast,3040
PeaseHealth United General Medical Center,74177,Medium,Skagit,Ct Scan Of Abdomen And Pelvis With Contrast,4082
PeaseHealth United General Medical Center,74178,Medium,Skagit,Ct Scan Abdomen And Pelvis Before And After Contrast,4799
PeaseHealth United General Medical Center,76536,Medium,Skagit,Ultrasound Of Head And Neck,902
PeaseHealth United General Medical Center,76604,Medium,Skagit,Ultrasound Of Chest,605
PeaseHealth United General Medical Center,76641,Medium,Skagit,"Ultrasound Of Breast, Complete",668
PeaseHealth United General Medical Center,76642,Medium,Skagit,"Ultrasound Of Breast, Limited Area",534
PeaseHealth United General Medical Center,76700,Medium,Skagit,"Ultrasound Abdomen, Complete",986
PeaseHealth United General Medical Center,76705,Medium,Skagit,"Ultrasound Abdomen, Limited Area",779
PeaseHealth United General Medical Center,76770,Medium,Skagit,Ultrasound Behind Abdominal Cavity,946
PeaseHealth United General Medical Center,76801,Medium,Skagit,Ultrasound Of Pregnant Uterus,664
PeaseHealth United General Medical Center,76805,Medium,Skagit,"Ultrasound Pregnant Uterus, Greater Or Equal To 14 Weeks Gestation 1 Fetus",994
PeaseHealth United General Medical Center,76811,Medium,Skagit,"Ultrasound Pregnant Uterus, Detailed, Single Or First Fetus",1060
PeaseHealth United General Medical Center,76815,Medium,Skagit,"Ultrasound Pregnant Uterus, Limited, 1 Or More Feutses",594
PeaseHealth United General Medical Center,76816,Medium,Skagit,"Ultrasound Pregnant Uterus, Re-Evaluation Per Fetus",778
PeaseHealth United General Medical Center,76830,Medium,Skagit,"Ultrasound Pelvis, Vaginal Approach",585
PeaseHealth United General Medical Center,76856,Medium,Skagit,"Ultrasound Pelvis, Complete, Non Pregnant",891
PeaseHealth United General Medical Center,76870,Medium,Skagit,Ultrasound Of Scrotum,897
PeaseHealth United General Medical Center,76881,Medium,Skagit,"Ultrasound Of Leg Or Arm, Complete",873
PeaseHealth United General Medical Center,76882,Medium,Skagit,"Ultrasound Of Leg Or Arm, Limited Area",209
PeaseHealth United General Medical Center,93880,Medium,Skagit,Ultrasound Scanning Of Blood Flow (Outside The Brain) On Both Sides Of Head And Neck,1232
PeaseHealth United General Medical Center,93925,Medium,Skagit,Ultrasound Study Of Arteries And Arterial Grafts Of Both Legs,1589
PeaseHealth United General Medical Center,93970,Medium,Skagit,Ultrasound Scan Of Veins Of Both Arms Or Legs Including Assessment Of Compression And Functional Maneuvers,1544
PeaseHealth United General Medical Center,93971,Medium,Skagit,Ultrasound Scan Of Veins Of One Arm Or Leg Or Limited Including Assessment Of Compression And Functional Maneuvers,961
PeaseHealth United General Medical Center,93975,Medium,Skagit,"Ultrasound Scan Of Abdominal, Pelvic, And/Or Scrotal Arterial Inflow And Venous Outflow",1702
PeaseHealth United General Medical Center,93979,Medium,Skagit,"Ultrasound Scan Of Blood Flow Of Aorta, Vena Cava, Bypass Graphs, Or One Side Of The Groin Or Limited Scan",836
PeaseHealth United General Medical Center,92960,Medium,Skagit,Electric Cardioversion External,1665
PeaseHealth United General Medical Center,93005,Medium,Skagit,"Routine Electrocardiogram (Ekg) With Tracing, Using At Least 12 Leads",232
PeaseHealth United General Medical Center,93017,Medium,Skagit,Cardiovascular Stress Test Monitoring With Intrepretation And Report,644
PeaseHealth United General Medical Center,93306,Medium,Skagit,"Ultrasound Examination Of Heart Including Color-Depicted Blood Flow Rate, Direction, And Valve Function",2187
PeaseHealth United General Medical Center,93308,Medium,Skagit,Follow-Up Or Limited Ultrasound Examination Of Heart,676
PeaseHealth United General Medical Center,96365,Medium,Skagit,"Infusion Into A Vein For Therapy, Prevention, Or Diagnosis Up To 1 Hour",589
PeaseHealth United General Medical Center,96372,Medium,Skagit,"Injection Beneath The Skin Or Into Muscle For Therapy, Diagnosis, Or Prevention",132
PeaseHealth United General Medical Center,96374,Medium,Skagit,"Injection Of Drug Or Substance Into A Vein For Therapy, Diagnosis, Or Prevention",316
PeaseHealth United General Medical Center,70544,Medium,Skagit,Mri Scan Of Head Blood Vessels Without Contrast,4238
PeaseHealth United General Medical Center,70549,Medium,Skagit,Mri Scan Of Neck Blood Vessels Before And After Contrast,6423
PeaseHealth United General Medical Center,70551,Medium,Skagit,Mri Scan Brain Withoug Contrast,3849
PeaseHealth United General Medical Center,70553,Medium,Skagit,Mri Scan Brain Without And Then With Contrasst,4894
PeaseHealth United General Medical Center,72141,Medium,Skagit,Mri Scan Cervical Spine Without Contrast,3073
PeaseHealth United General Medical Center,72146,Medium,Skagit,Mri Scan Thoracic Spine Without Contrast,3218
PeaseHealth United General Medical Center,72148,Medium,Skagit,Mri Scan Lumbar Spine Without Contrast,3010
PeaseHealth United General Medical Center,72157,Medium,Skagit,Mri Scan Of Thoracic Spine Before And After Contrast,4427
PeaseHealth United General Medical Center,72158,Medium,Skagit,Mri Scan Of Lumbar Spine Before And After Contrast,4776
PeaseHealth United General Medical Center,72195,Medium,Skagit,Mri Scan Of Pelvis Without Contrast,3805
PeaseHealth United General Medical Center,72197,Medium,Skagit,Mri Scan Of Pelvis Before And After Contrast,5068
PeaseHealth United General Medical Center,73221,Medium,Skagit,Mri Scan Arm Joint Without Contrast,2627
PeaseHealth United General Medical Center,73222,Medium,Skagit,Mri Scan Of Arm Joint With Contrast,3859
PeaseHealth United General Medical Center,73223,Medium,Skagit,Mri Scan Of Arm Joint Before And After Contrast,4722
PeaseHealth United General Medical Center,73718,Medium,Skagit,Mri Scan Of Leg Without Contrast,3741
PeaseHealth United General Medical Center,73720,Medium,Skagit,Mri Scan Of Leg Before And After Contrast,5099
PeaseHealth United General Medical Center,73721,Medium,Skagit,Mri Scan Of Leg Joint Without Contrast,2463
PeaseHealth United General Medical Center,74183,Medium,Skagit,Mri Scan Of Abdomen Before And After Contrast,5088
PeaseHealth United General Medical Center,77065,Medium,Skagit,Diagnostic Mammography Of One Breasts With Computer Aided Detection,831
PeaseHealth United General Medical Center,77066,Medium,Skagit,Diagnostic Mammography Of Both Breasts With Computer Aided Detection,590
PeaseHealth United General Medical Center,77067,Medium,Skagit,Screening Mammography Of Both Breasts With Computer Aided Detection,480
PeaseHealth United General Medical Center,78227,Medium,Skagit,"Nuclear Imaging Of Liver And Bile Duct System, With Pharmaceutical",5141
PeaseHealth United General Medical Center,78264,Medium,Skagit,Nuclear Imaging Stomach Emptying Study,2820
PeaseHealth United General Medical Center,78306,Medium,Skagit,Nuclear Imaging Bone And/Or Joint Imaging; Whole Body,2391
PeaseHealth United General Medical Center,78452,Medium,Skagit,Nuclear Imaging Study Of Heart Vessles With Drugs Or Exercise,4630
PeaseHealth United General Medical Center,78472,Medium,Skagit,"Nuclear Imaging Study Of Heart Wall Motion At Rest Or Stress With Evaluation Of Blood Ejection From Heart, Single Study",1629
PeaseHealth United General Medical Center,78582,Medium,Skagit,Nuclear Imaging Study Lung Perfusion And Ventilation,3680
PeaseHealth United General Medical Center,36415,Medium,Skagit,Lab Blood Draw,56
PeaseHealth United General Medical Center,36430,Medium,Skagit,Lab Blood Transfusion,1155
PeaseHealth United General Medical Center,36591,Medium,Skagit,Lab Blood Draw Cvc / Vad,186
PeaseHealth United General Medical Center,36592,Medium,Skagit,Lab Blood Collection From Established Picc,154
PeaseHealth United General Medical Center,36593,Medium,Skagit,Lab Declotting Infusion Of Central Venous,775
PeaseHealth United General Medical Center,80048,Medium,Skagit,"Lab Blood Test, Total Calcium",136
PeaseHealth United General Medical Center,80053,Medium,Skagit,"Lab Blood Test, Comprehensive Metabolic Panel",187
PeaseHealth United General Medical Center,80061,Medium,Skagit,Lab Blood Test Lipid,160
PeaseHealth United General Medical Center,80069,Medium,Skagit,Lab Blood Test Kidney Function,106
PeaseHealth United General Medical Center,80076,Medium,Skagit,Lab Blood Test Liver Function,87
PeaseHealth United General Medical Center,80158,Medium,Skagit,Lab Cyclosporine Level,230
PeaseHealth United General Medical Center,80202,Medium,Skagit,Lab Vancomycin Level,250
PeaseHealth United General Medical Center,80307,Medium,Skagit,Lab Drug Test Prsmv Chem Anlyzr,236
PeaseHealth United General Medical Center,81001,Medium,Skagit,Lab Automated Urinalysis Test With Examination Using Microscope,50
PeaseHealth United General Medical Center,81003,Medium,Skagit,Lab Automated Urinalysis Test Without Microspcope,58
PeaseHealth United General Medical Center,81206,Medium,Skagit,Lab Translocation Analysis (Bcr/Abl1) Minor Breakpoint,463
PeaseHealth United General Medical Center,81219,Medium,Skagit,"Lab Gene Analysis (Calreticulin), Common Variants",554
PeaseHealth United General Medical Center,81256,Medium,Skagit,Lab Gene Analysis (Hemochromatosis) Common Variants,385
PeaseHealth United General Medical Center,81270,Medium,Skagit,Lab Gene Analysis (Janus Kinase 2) Variant,420
PeaseHealth United General Medical Center,82043,Medium,Skagit,Lab Urine Microalbumin (Protein) Level,256
PeaseHealth United General Medical Center,82306,Medium,Skagit,Lab Vitamin D-3 Level,180
PeaseHealth United General Medical Center,82378,Medium,Skagit,Lab Carcinoembryonic Antigen (Cea) Protein Level,67
PeaseHealth United General Medical Center,82565,Medium,Skagit,Lab Blood Creatinine Level,161
PeaseHealth United General Medical Center,82607,Medium,Skagit,Lab Cyanocobalamin (Vitamin B-12) Level,123
PeaseHealth United General Medical Center,82728,Medium,Skagit,Lab Ferritin (Blood Protein) Level,106
PeaseHealth United General Medical Center,82746,Medium,Skagit,"Lab Folic Acid Level, Serum",174
PeaseHealth United General Medical Center,82747,Medium,Skagit,"Lab Folic Acid Level, Red Blood Count",131
PeaseHealth United General Medical Center,82784,Medium,Skagit,"Lab Gammaglobulin (Immune System Protein) Measurement, Iga,Igd,Igg,Igm,Ea",120
PeaseHealth United General Medical Center,82947,Medium,Skagit,Lab Blood Glucose (Sugar) Level,68
PeaseHealth United General Medical Center,83010,Medium,Skagit,Lab Haptoglobin (Serum Protein) Level,164
PeaseHealth United General Medical Center,83516,Medium,Skagit,Lab Analysis Of Substance Using Immunoassay Technique,1056
PeaseHealth United General Medical Center,83550,Medium,Skagit,Lab Iron Binding Capacity,135
PeaseHealth United General Medical Center,83735,Medium,Skagit,Lab Magnesium Level,99
PeaseHealth United General Medical Center,83880,Medium,Skagit,Lab Natriuretic Peptide (Heart And Blood Vessel Protein) Level,448
PeaseHealth United General Medical Center,83883,Medium,Skagit,"Lab Nephelometry, Test Method Using Light",123
PeaseHealth United General Medical Center,83921,Medium,Skagit,Lab Organic Acid Level,271
PeaseHealth United General Medical Center,83970,Medium,Skagit,Lab Parathormone (Parathyroid Hormone) Level,379
PeaseHealth United General Medical Center,83993,Medium,Skagit,Lab Stool Calprotectin (Protein) Level,582
PeaseHealth United General Medical Center,84153,Medium,Skagit,"Lab Prostate Specific Antigen Measurement, Total",109
PeaseHealth United General Medical Center,84154,Medium,Skagit,"Lab Prostate Specific Antigen Measurement, Free",277
PeaseHealth United General Medical Center,84403,Medium,Skagit,"Lab Testosterone (Hormone) Level, Total",287
PeaseHealth United General Medical Center,84443,Medium,Skagit,"Lab Blood Test, Thyroid Stimulating Hormone (Tsh)",167
PeaseHealth United General Medical Center,84481,Medium,Skagit,"Lab Thyroid Hormone, Ft-3 Measurement",174
PeaseHealth United General Medical Center,84484,Medium,Skagit,"Lab Troponin (Protein) Analysis, Quant",260
PeaseHealth United General Medical Center,84702,Medium,Skagit,"Lab Gonadotropin, Chorionic (Reproductive Hormone) Level",118
PeaseHealth United General Medical Center,84703,Medium,Skagit,Lab Gonadotropin (Reproductive Hormone) Analysis,142
PeaseHealth United General Medical Center,85025,Medium,Skagit,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test With Wbc Diff",79
PeaseHealth United General Medical Center,85027,Medium,Skagit,"Lab Complete Blood Cell Count (Red Cells, White Blood Cell, Platelets), Automated Test",65
PeaseHealth United General Medical Center,85240,Medium,Skagit,Lab Clotting Factor Viii (Ahg) Measurement,362
PeaseHealth United General Medical Center,85303,Medium,Skagit,Lab Protein C Antigen (Clotting Inhibitor) Measurement,367
PeaseHealth United General Medical Center,85379,Medium,Skagit,Lab D-Dimer Quant,250
PeaseHealth United General Medical Center,85610,Medium,Skagit,Lab Prothrombin Time,75
PeaseHealth United General Medical Center,85730,Medium,Skagit,"Lab Thromboplastin Time, Partial (Ptt), Plasma Or Whole Bld",100
PeaseHealth United General Medical Center,86255,Medium,Skagit,Lab Screening Test For Antibody To Noninfectious Agent,1227
PeaseHealth United General Medical Center,86300,Medium,Skagit,Lab Immunologic Analysis For Detection Of Tumor Antigen Ca 15-3,72
PeaseHealth United General Medical Center,86304,Medium,Skagit,Lab Immunologic Analysis For Detection Of Tumor Antigen Ca 125,87
PeaseHealth United General Medical Center,86305,Medium,Skagit,Lab Analysis Of Female Reproductive Genetic Marker,152
PeaseHealth United General Medical Center,86334,Medium,Skagit,Lab Immunologic Analysis Technique On Serum,270
PeaseHealth United General Medical Center,86592,Medium,Skagit,"Lab Syphilis Detection Test, Qual",83
PeaseHealth United General Medical Center,86664,Medium,Skagit,"Lab Analysis For Antibody To Epstein-Barr Virus (Mononucleosis Virus), Nuclear Antigen",295
PeaseHealth United General Medical Center,86800,Medium,Skagit,Lab Thyroglobulin (Thyroid Protein) Antibody Measurement,165
PeaseHealth United General Medical Center,86870,Medium,Skagit,Lab Identification Of Red Blood Cell Antibodies,278
PeaseHealth United General Medical Center,86900,Medium,Skagit,Lab Blood Group Typing (Abo),75
PeaseHealth United General Medical Center,86923,Medium,Skagit,Lab Blood Unit Compatibility Test Electric,143
PeaseHealth United General Medical Center,87070,Medium,Skagit,Lab Bacterial Culture,106
