hospital,county,hospital_size,drg_code,name,price
Fairfax Behaviroal Heath Everett,Snohomish,,740,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",11558.0
Fairfax Behaviroal Heath Everett,Snohomish,,741,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",8609.0
Fairfax Behaviroal Heath Everett,Snohomish,,742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,10940.0
Fairfax Behaviroal Heath Everett,Snohomish,,743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,7437.0
Fairfax Behaviroal Heath Everett,Snohomish,,744,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",11270.0
Fairfax Behaviroal Heath Everett,Snohomish,,745,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",6898.0
Fairfax Behaviroal Heath Everett,Snohomish,,746,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",10561.0
Fairfax Behaviroal Heath Everett,Snohomish,,747,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",6036.0
Fairfax Behaviroal Heath Everett,Snohomish,,748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,8558.0
Fairfax Behaviroal Heath Everett,Snohomish,,749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,16785.0
Fairfax Behaviroal Heath Everett,Snohomish,,750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,8620.0
Fairfax Behaviroal Heath Everett,Snohomish,,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC",11409.0
Fairfax Behaviroal Heath Everett,Snohomish,,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",6629.0
Fairfax Behaviroal Heath Everett,Snohomish,,756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",5678.0
Fairfax Behaviroal Heath Everett,Snohomish,,757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC",9197.0
Fairfax Behaviroal Heath Everett,Snohomish,,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC",6251.0
Fairfax Behaviroal Heath Everett,Snohomish,,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",4276.0
Fairfax Behaviroal Heath Everett,Snohomish,,760,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,5844.0
Fairfax Behaviroal Heath Everett,Snohomish,,761,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,3661.0
Fairfax Behaviroal Heath Everett,Snohomish,,768,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,6524.0
Fairfax Behaviroal Heath Everett,Snohomish,,769,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,9344.0
Fairfax Behaviroal Heath Everett,Snohomish,,770,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",5092.0
Fairfax Behaviroal Heath Everett,Snohomish,,776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,4597.0
Fairfax Behaviroal Heath Everett,Snohomish,,779,ABORTION W/O D&C,7393.0
Fairfax Behaviroal Heath Everett,Snohomish,,783,CESAREAN SECTION W STERILIZATION W MCC,13888.0
Fairfax Behaviroal Heath Everett,Snohomish,,784,CESAREAN SECTION W STERILIZATION W CC,6768.0
Fairfax Behaviroal Heath Everett,Snohomish,,785,CESAREAN SECTION W STERILIZATION W/O CC/MCC,5558.0
Fairfax Behaviroal Heath Everett,Snohomish,,786,CESAREAN SECTION W/O STERILIZATION W MCC,11102.0
Fairfax Behaviroal Heath Everett,Snohomish,,787,CESAREAN SECTION W/O STERILIZATION W CC,6770.0
Fairfax Behaviroal Heath Everett,Snohomish,,788,CESAREAN SECTION W/O STERILIZATION W/O CC/MCC,5868.0
Fairfax Behaviroal Heath Everett,Snohomish,,789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",10943.0
Fairfax Behaviroal Heath Everett,Snohomish,,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",36087.0
Fairfax Behaviroal Heath Everett,Snohomish,,791,PREMATURITY W MAJOR PROBLEMS,24646.0
Fairfax Behaviroal Heath Everett,Snohomish,,792,PREMATURITY W/O MAJOR PROBLEMS,14871.0
Fairfax Behaviroal Heath Everett,Snohomish,,793,FULL TERM NEONATE W MAJOR PROBLEMS,25316.0
Fairfax Behaviroal Heath Everett,Snohomish,,794,NEONATE W OTHER SIGNIFICANT PROBLEMS,8961.0
Fairfax Behaviroal Heath Everett,Snohomish,,795,NORMAL NEWBORN,1213.0
Fairfax Behaviroal Heath Everett,Snohomish,,796,VAGINAL DELIVERY W STERILIZATION/D&C W MCC,12771.0
Fairfax Behaviroal Heath Everett,Snohomish,,797,VAGINAL DELIVERY W STERILIZATION/D&C W CC,5587.0
Fairfax Behaviroal Heath Everett,Snohomish,,798,VAGINAL DELIVERY W STERILIZATION/D&C W/O CC/MCC,5587.0
Fairfax Behaviroal Heath Everett,Snohomish,,800,SPLENECTOMY W CC,18403.0
Fairfax Behaviroal Heath Everett,Snohomish,,801,SPLENECTOMY W/O CC/MCC,12130.0
Fairfax Behaviroal Heath Everett,Snohomish,,802,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,20413.0
Fairfax Behaviroal Heath Everett,Snohomish,,803,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,11536.0
Fairfax Behaviroal Heath Everett,Snohomish,,804,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,8823.0
Fairfax Behaviroal Heath Everett,Snohomish,,805,VAGINAL DELIVERY W/O STERILIZATION/D&C W MCC,6739.0
Fairfax Behaviroal Heath Everett,Snohomish,,806,VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,4592.0
Fairfax Behaviroal Heath Everett,Snohomish,,807,VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,4059.0
Fairfax Behaviroal Heath Everett,Snohomish,,808,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,13790.0
Fairfax Behaviroal Heath Everett,Snohomish,,809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,7873.0
Fairfax Behaviroal Heath Everett,Snohomish,,810,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,6057.0
Fairfax Behaviroal Heath Everett,Snohomish,,811,RED BLOOD CELL DISORDERS W MCC,8679.0
Fairfax Behaviroal Heath Everett,Snohomish,,812,RED BLOOD CELL DISORDERS W/O MCC,5638.0
Fairfax Behaviroal Heath Everett,Snohomish,,813,COAGULATION DISORDERS,10265.0
Fairfax Behaviroal Heath Everett,Snohomish,,814,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,11326.0
Fairfax Behaviroal Heath Everett,Snohomish,,815,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,6558.0
Fairfax Behaviroal Heath Everett,Snohomish,,816,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,4636.0
Fairfax Behaviroal Heath Everett,Snohomish,,817,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W MCC,16293.0
Fairfax Behaviroal Heath Everett,Snohomish,,818,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W CC,8249.0
Fairfax Behaviroal Heath Everett,Snohomish,,819,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W/O CC/MCC,5167.0
Fairfax Behaviroal Heath Everett,Snohomish,,820,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,37017.0
Fairfax Behaviroal Heath Everett,Snohomish,,821,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,14455.0
Fairfax Behaviroal Heath Everett,Snohomish,,822,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,8187.0
Fairfax Behaviroal Heath Everett,Snohomish,,823,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,27392.0
Fairfax Behaviroal Heath Everett,Snohomish,,824,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,15056.0
Fairfax Behaviroal Heath Everett,Snohomish,,825,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,8771.0
Fairfax Behaviroal Heath Everett,Snohomish,,826,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,32474.0
Fairfax Behaviroal Heath Everett,Snohomish,,827,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,14998.0
Fairfax Behaviroal Heath Everett,Snohomish,,828,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,10692.0
Fairfax Behaviroal Heath Everett,Snohomish,,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W CC/MCC,20332.0
Fairfax Behaviroal Heath Everett,Snohomish,,830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W/O CC/MCC,8928.0
Fairfax Behaviroal Heath Everett,Snohomish,,831,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W MCC,6984.0
Fairfax Behaviroal Heath Everett,Snohomish,,832,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W CC,4633.0
Fairfax Behaviroal Heath Everett,Snohomish,,833,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W/O CC/MCC,3446.0
Fairfax Behaviroal Heath Everett,Snohomish,,834,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,37832.0
Fairfax Behaviroal Heath Everett,Snohomish,,835,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,13133.0
Fairfax Behaviroal Heath Everett,Snohomish,,836,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,8532.0
Fairfax Behaviroal Heath Everett,Snohomish,,837,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,38792.0
Fairfax Behaviroal Heath Everett,Snohomish,,838,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,14167.0
Fairfax Behaviroal Heath Everett,Snohomish,,839,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,8264.0
Fairfax Behaviroal Heath Everett,Snohomish,,840,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,20690.0
Fairfax Behaviroal Heath Everett,Snohomish,,841,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,10436.0
Fairfax Behaviroal Heath Everett,Snohomish,,842,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,7425.0
Fairfax Behaviroal Heath Everett,Snohomish,,843,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,12354.0
Fairfax Behaviroal Heath Everett,Snohomish,,844,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,7822.0
Fairfax Behaviroal Heath Everett,Snohomish,,845,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,5607.0
Fairfax Behaviroal Heath Everett,Snohomish,,846,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,17008.0
Fairfax Behaviroal Heath Everett,Snohomish,,847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,8521.0
Fairfax Behaviroal Heath Everett,Snohomish,,848,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,6355.0
Fairfax Behaviroal Heath Everett,Snohomish,,853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,33015.0
Fairfax Behaviroal Heath Everett,Snohomish,,854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,13994.0
Fairfax Behaviroal Heath Everett,Snohomish,,855,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,10382.0
Fairfax Behaviroal Heath Everett,Snohomish,,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,28658.0
Fairfax Behaviroal Heath Everett,Snohomish,,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,13166.0
Fairfax Behaviroal Heath Everett,Snohomish,,858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,8913.0
Fairfax Behaviroal Heath Everett,Snohomish,,862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,11983.0
Fairfax Behaviroal Heath Everett,Snohomish,,863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,6398.0
Fairfax Behaviroal Heath Everett,Snohomish,,864,FEVER AND INFLAMMATORY CONDITIONS,5487.0
Fairfax Behaviroal Heath Everett,Snohomish,,865,VIRAL ILLNESS W MCC,9022.0
Fairfax Behaviroal Heath Everett,Snohomish,,866,VIRAL ILLNESS W/O MCC,5301.0
Fairfax Behaviroal Heath Everett,Snohomish,,867,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,14150.0
Fairfax Behaviroal Heath Everett,Snohomish,,868,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,7103.0
Fairfax Behaviroal Heath Everett,Snohomish,,869,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,4808.0
Fairfax Behaviroal Heath Everett,Snohomish,,870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,40952.0
Fairfax Behaviroal Heath Everett,Snohomish,,871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,12085.0
Fairfax Behaviroal Heath Everett,Snohomish,,872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,6730.0
Fairfax Behaviroal Heath Everett,Snohomish,,876,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,23570.0
Fairfax Behaviroal Heath Everett,Snohomish,,880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,5549.0
Fairfax Behaviroal Heath Everett,Snohomish,,881,DEPRESSIVE NEUROSES,5305.0
Fairfax Behaviroal Heath Everett,Snohomish,,882,NEUROSES EXCEPT DEPRESSIVE,5114.0
Fairfax Behaviroal Heath Everett,Snohomish,,883,DISORDERS OF PERSONALITY & IMPULSE CONTROL,8655.0
Fairfax Behaviroal Heath Everett,Snohomish,,884,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,9311.0
Fairfax Behaviroal Heath Everett,Snohomish,,885,PSYCHOSES,7870.0
Fairfax Behaviroal Heath Everett,Snohomish,,886,BEHAVIORAL & DEVELOPMENTAL DISORDERS,8713.0
Fairfax Behaviroal Heath Everett,Snohomish,,887,OTHER MENTAL DISORDER DIAGNOSES,7046.0
Fairfax Behaviroal Heath Everett,Snohomish,,894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",3758.0
Fairfax Behaviroal Heath Everett,Snohomish,,895,ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,10535.0
Fairfax Behaviroal Heath Everett,Snohomish,,896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,11136.0
Fairfax Behaviroal Heath Everett,Snohomish,,897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,5321.0
Fairfax Behaviroal Heath Everett,Snohomish,,901,WOUND DEBRIDEMENTS FOR INJURIES W MCC,28020.0
Fairfax Behaviroal Heath Everett,Snohomish,,902,WOUND DEBRIDEMENTS FOR INJURIES W CC,12736.0
Fairfax Behaviroal Heath Everett,Snohomish,,904,SKIN GRAFTS FOR INJURIES W CC/MCC,22906.0
Fairfax Behaviroal Heath Everett,Snohomish,,905,SKIN GRAFTS FOR INJURIES W/O CC/MCC,10777.0
Fairfax Behaviroal Heath Everett,Snohomish,,906,HAND PROCEDURES FOR INJURIES,11273.0
Fairfax Behaviroal Heath Everett,Snohomish,,907,OTHER O.R. PROCEDURES FOR INJURIES W MCC,25834.0
Fairfax Behaviroal Heath Everett,Snohomish,,908,OTHER O.R. PROCEDURES FOR INJURIES W CC,13359.0
Fairfax Behaviroal Heath Everett,Snohomish,,909,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,8539.0
Fairfax Behaviroal Heath Everett,Snohomish,,913,TRAUMATIC INJURY W MCC,9559.0
Fairfax Behaviroal Heath Everett,Snohomish,,914,TRAUMATIC INJURY W/O MCC,5580.0
Fairfax Behaviroal Heath Everett,Snohomish,,915,ALLERGIC REACTIONS W MCC,11002.0
Fairfax Behaviroal Heath Everett,Snohomish,,916,ALLERGIC REACTIONS W/O MCC,4100.0
Fairfax Behaviroal Heath Everett,Snohomish,,917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,9475.0
Fairfax Behaviroal Heath Everett,Snohomish,,918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,5077.0
Fairfax Behaviroal Heath Everett,Snohomish,,919,COMPLICATIONS OF TREATMENT W MCC,11819.0
Fairfax Behaviroal Heath Everett,Snohomish,,920,COMPLICATIONS OF TREATMENT W CC,6524.0
Fairfax Behaviroal Heath Everett,Snohomish,,921,COMPLICATIONS OF TREATMENT W/O CC/MCC,4472.0
Fairfax Behaviroal Heath Everett,Snohomish,,922,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC",10384.0
Fairfax Behaviroal Heath Everett,Snohomish,,923,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC",5604.0
Fairfax Behaviroal Heath Everett,Snohomish,,935,NON-EXTENSIVE BURNS,12512.0
Fairfax Behaviroal Heath Everett,Snohomish,,939,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,23663.0
Fairfax Behaviroal Heath Everett,Snohomish,,940,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,14711.0
Fairfax Behaviroal Heath Everett,Snohomish,,941,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,12502.0
Fairfax Behaviroal Heath Everett,Snohomish,,945,REHABILITATION W CC/MCC,9424.0
Fairfax Behaviroal Heath Everett,Snohomish,,946,REHABILITATION W/O CC/MCC,7039.0
Fairfax Behaviroal Heath Everett,Snohomish,,947,SIGNS & SYMPTOMS W MCC,7753.0
Fairfax Behaviroal Heath Everett,Snohomish,,948,SIGNS & SYMPTOMS W/O MCC,5048.0
Fairfax Behaviroal Heath Everett,Snohomish,,949,AFTERCARE W CC/MCC,7051.0
Fairfax Behaviroal Heath Everett,Snohomish,,950,AFTERCARE W/O CC/MCC,4798.0
Fairfax Behaviroal Heath Everett,Snohomish,,951,OTHER FACTORS INFLUENCING HEALTH STATUS,3798.0
Fairfax Behaviroal Heath Everett,Snohomish,,955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,39373.0
Fairfax Behaviroal Heath Everett,Snohomish,,956,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",25405.0
Fairfax Behaviroal Heath Everett,Snohomish,,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,48783.0
Fairfax Behaviroal Heath Everett,Snohomish,,958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,27137.0
Fairfax Behaviroal Heath Everett,Snohomish,,959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,18134.0
Fairfax Behaviroal Heath Everett,Snohomish,,963,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,17646.0
Fairfax Behaviroal Heath Everett,Snohomish,,964,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,9671.0
Fairfax Behaviroal Heath Everett,Snohomish,,965,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,5938.0
Fairfax Behaviroal Heath Everett,Snohomish,,969,HIV W EXTENSIVE O.R. PROCEDURE W MCC,37574.0
Fairfax Behaviroal Heath Everett,Snohomish,,970,HIV W EXTENSIVE O.R. PROCEDURE W/O MCC,18888.0
Fairfax Behaviroal Heath Everett,Snohomish,,974,HIV W MAJOR RELATED CONDITION W MCC,17314.0
Fairfax Behaviroal Heath Everett,Snohomish,,975,HIV W MAJOR RELATED CONDITION W CC,8690.0
Fairfax Behaviroal Heath Everett,Snohomish,,976,HIV W MAJOR RELATED CONDITION W/O CC/MCC,5920.0
Fairfax Behaviroal Heath Everett,Snohomish,,977,HIV W OR W/O OTHER RELATED CONDITION,8421.0
Fairfax Behaviroal Heath Everett,Snohomish,,981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,29079.0
Fairfax Behaviroal Heath Everett,Snohomish,,982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,15787.0
Fairfax Behaviroal Heath Everett,Snohomish,,983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,10601.0
Fairfax Behaviroal Heath Everett,Snohomish,,987,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,21587.0
Fairfax Behaviroal Heath Everett,Snohomish,,988,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,11127.0
Fairfax Behaviroal Heath Everett,Snohomish,,989,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,7462.0
Jefferson Healthcare,Jefferson,Medium,41,Periph/cranial nerve & other nerv syst proc w CC or periph neurostim,18217.0
Jefferson Healthcare,Jefferson,Medium,55,Nervous system neoplasms w/o MCC,21156.0
Jefferson Healthcare,Jefferson,Medium,56,Degenerative nervous system disorders w MCC,31139.5
Jefferson Healthcare,Jefferson,Medium,57,Degenerative nervous system disorders w/o MCC,32255.0
Jefferson Healthcare,Jefferson,Medium,60,Multiple sclerosis & cerebellar ataxia w/o CC/MCC,19044.0
Jefferson Healthcare,Jefferson,Medium,64,Intracranial hemorrhage or cerebral infarction w MCC,31184.0
Jefferson Healthcare,Jefferson,Medium,65,Intracranial hemorrhage or cerebral infarction w CC,17589.0
Jefferson Healthcare,Jefferson,Medium,66,Intracranial hemorrhage or cerebral infarction w/o CC/MCC,17247.75
Jefferson Healthcare,Jefferson,Medium,69,Transient ischemia,12756.0
Jefferson Healthcare,Jefferson,Medium,71,Nonspecific cerebrovascular disorders w CC,18399.0
Jefferson Healthcare,Jefferson,Medium,72,Nonspecific cerebrovascular disorders w/o CC/MCC,12153.0
Jefferson Healthcare,Jefferson,Medium,74,Cranial & peripheral nerve disorders w/o MCC,12688.6667
Jefferson Healthcare,Jefferson,Medium,81,Nontraumatic stupor & coma w/o MCC,4275.5
Jefferson Healthcare,Jefferson,Medium,84,"Traumatic stupor & coma, coma >1 hr w/o CC/MCC",8313.0
Jefferson Healthcare,Jefferson,Medium,87,"Traumatic stupor & coma, coma <1 hr w/o CC/MCC",6038.0
Jefferson Healthcare,Jefferson,Medium,92,Other disorders of nervous system w CC,12224.6
Jefferson Healthcare,Jefferson,Medium,93,Other disorders of nervous system w/o CC/MCC,19275.0
Jefferson Healthcare,Jefferson,Medium,96,Bacterial & tuberculous infections of nervous system w/o CC/MCC,29297.0
Jefferson Healthcare,Jefferson,Medium,99,Non-bacterial infect of nervous sys exc viral meningitis w/o CC/MCC,14180.0
Jefferson Healthcare,Jefferson,Medium,100,Seizures w MCC,20192.0
Jefferson Healthcare,Jefferson,Medium,101,Seizures w/o MCC,13139.2857
Jefferson Healthcare,Jefferson,Medium,102,Headaches w MCC,20038.0
Jefferson Healthcare,Jefferson,Medium,121,Acute major eye infections w CC/MCC,20384.0
Jefferson Healthcare,Jefferson,Medium,123,Neurological eye disorders,10327.0
Jefferson Healthcare,Jefferson,Medium,146,"Ear, nose, mouth & throat malignancy w MCC",26457.0
Jefferson Healthcare,Jefferson,Medium,149,Dysequilibrium,17747.6667
Jefferson Healthcare,Jefferson,Medium,151,Epistaxis w/o MCC,21437.0
Jefferson Healthcare,Jefferson,Medium,152,Otitis media & URI w MCC,39047.0
Jefferson Healthcare,Jefferson,Medium,153,Otitis media & URI w/o MCC,21442.0
Jefferson Healthcare,Jefferson,Medium,155,"Other ear, nose, mouth & throat diagnoses w CC",10912.5
Jefferson Healthcare,Jefferson,Medium,156,"Other ear, nose, mouth & throat diagnoses w/o CC/MCC",16899.5
Jefferson Healthcare,Jefferson,Medium,158,Dental & oral diseases w CC,15594.0
Jefferson Healthcare,Jefferson,Medium,175,Pulmonary embolism w MCC,27371.8
Jefferson Healthcare,Jefferson,Medium,176,Pulmonary embolism w/o MCC,17134.1111
Jefferson Healthcare,Jefferson,Medium,177,Respiratory infections & inflammations w MCC,25783.75
Jefferson Healthcare,Jefferson,Medium,178,Respiratory infections & inflammations w CC,30139.8
Jefferson Healthcare,Jefferson,Medium,179,Respiratory infections & inflammations w/o CC/MCC,17965.6667
Jefferson Healthcare,Jefferson,Medium,180,Respiratory neoplasms w MCC,5726.0
Jefferson Healthcare,Jefferson,Medium,186,Pleural effusion w MCC,51345.0
Jefferson Healthcare,Jefferson,Medium,187,Pleural effusion w CC,16509.0
Jefferson Healthcare,Jefferson,Medium,189,Pulmonary edema & respiratory failure,28521.3929
Jefferson Healthcare,Jefferson,Medium,190,Chronic obstructive pulmonary disease w MCC,26266.4444
Jefferson Healthcare,Jefferson,Medium,191,Chronic obstructive pulmonary disease w CC,14362.6
Jefferson Healthcare,Jefferson,Medium,192,Chronic obstructive pulmonary disease w/o CC/MCC,23193.6667
Jefferson Healthcare,Jefferson,Medium,193,Simple pneumonia & pleurisy w MCC,18380.5862
Jefferson Healthcare,Jefferson,Medium,194,Simple pneumonia & pleurisy w CC,16253.44
Jefferson Healthcare,Jefferson,Medium,195,Simple pneumonia & pleurisy w/o CC/MCC,22118.5
Jefferson Healthcare,Jefferson,Medium,196,Interstitial lung disease w MCC,17881.0
Jefferson Healthcare,Jefferson,Medium,199,Pneumothorax w MCC,20196.0
Jefferson Healthcare,Jefferson,Medium,200,Pneumothorax w CC,9876.0
Jefferson Healthcare,Jefferson,Medium,201,Pneumothorax w/o CC/MCC,15345.0
Jefferson Healthcare,Jefferson,Medium,202,Bronchitis & asthma w CC/MCC,26714.3333
Jefferson Healthcare,Jefferson,Medium,203,Bronchitis & asthma w/o CC/MCC,13810.5
Jefferson Healthcare,Jefferson,Medium,204,Respiratory signs & symptoms,12409.5
Jefferson Healthcare,Jefferson,Medium,205,Other respiratory system diagnoses w MCC,9628.5
Jefferson Healthcare,Jefferson,Medium,208,Respiratory system diagnosis w ventilator support <96 hours,27751.0
Jefferson Healthcare,Jefferson,Medium,280,"Acute myocardial infarction, discharged alive w MCC",8436.0
